,id,route_id,airline_id,departure_date,price,created_at
18,5f463fe8-40ef-4e46-bf6e-1d2c6539fde0,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-08-27,5399,2025-08-21T17:10:19.420363+00:00
19,5f5a3983-75f7-40aa-baf6-697a2b5e52e7,81cb3285-717e-457e-adf7-839e1c2a7fee,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-10-24,4872,2025-10-24T04:47:35.143994+00:00
20,761578f3-1cdc-467e-8ef8-e481e19881a8,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-08-28,5399,2025-08-21T17:10:19.58212+00:00
21,43c9c05b-b721-48f8-91c4-597d9e0bdd9f,81cb3285-717e-457e-adf7-839e1c2a7fee,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-10-28,3631,2025-10-24T04:47:35.553297+00:00
22,19afaa47-70d5-413a-bb67-937bbdc2e845,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-08-29,5399,2025-08-21T17:10:19.75207+00:00
23,4d41ee00-a9af-4075-98d0-8506d3a555eb,81cb3285-717e-457e-adf7-839e1c2a7fee,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-10-25,5522,2025-10-24T04:47:54.770434+00:00
24,4ca54eba-29c3-4083-8e65-14d69700df47,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-08-30,5399,2025-08-21T17:10:19.926378+00:00
25,963993e7-aa93-4906-882a-9de8cfd949ef,f95680ab-0056-4d17-b6bf-312b5b51e017,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-10-24,5601,2025-10-24T04:47:57.677318+00:00
26,9858a8b3-3bed-45f1-b490-5bad4ff1aba2,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-08-31,5399,2025-08-21T17:10:20.083728+00:00
27,d9b781b3-53bd-47cb-8383-39e8c2d33225,f95680ab-0056-4d17-b6bf-312b5b51e017,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-10-31,4434,2025-10-24T04:47:59.102043+00:00
28,acb504aa-a62c-469f-9947-9ae8a24a3f6c,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-01,5399,2025-08-21T17:10:20.257145+00:00
29,85ea038b-05b9-4e1f-be5a-8e28310953a7,f95680ab-0056-4d17-b6bf-312b5b51e017,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-11-08,4226,2025-10-24T04:47:59.450728+00:00
30,bc910eaf-cb02-4509-b262-dece0a375603,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-02,5399,2025-08-21T17:10:20.410128+00:00
31,38c3522a-0584-42b0-8534-56aa45c10df7,f95680ab-0056-4d17-b6bf-312b5b51e017,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-11-12,4226,2025-10-24T04:47:59.645265+00:00
32,7e2bc058-6cde-4ce4-9e6c-f40288908d86,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-03,5399,2025-08-21T17:10:20.56562+00:00
33,19869e8c-b34f-44c7-95f6-23ec5225de4c,f95680ab-0056-4d17-b6bf-312b5b51e017,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-11-16,4370,2025-10-24T04:47:59.825808+00:00
34,647ca46e-6a29-4ccc-8cc4-a1991a64d24e,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-04,5399,2025-08-21T17:10:20.726504+00:00
35,e6dbd7a9-8b3e-44db-ad46-73b67b8cbd8c,f95680ab-0056-4d17-b6bf-312b5b51e017,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-11-24,4342,2025-10-24T04:48:21.693612+00:00
36,3d2d1e7e-6fdd-4423-8853-927c2c44a5ca,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-05,5399,2025-08-21T17:10:20.879524+00:00
37,2282c516-170c-414b-b19f-c59fbbd53333,1a13131b-9d3b-463a-9510-c5f147e7394b,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-10-26,8207,2025-10-24T04:48:42.002036+00:00
38,b7474bbc-83b9-4bc9-8009-98e5fca0e7ad,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-06,5399,2025-08-21T17:10:21.042953+00:00
39,508ed461-5879-428c-b7f9-a5fc6a0bec33,1a13131b-9d3b-463a-9510-c5f147e7394b,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-10-28,13437,2025-10-24T04:48:48.245336+00:00
40,7c486015-1c8c-4ad3-9fc8-1aa4dd5062ed,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-07,5399,2025-08-21T17:10:21.202436+00:00
41,f3704e0e-36e9-4e06-bd82-2ee495415828,1a13131b-9d3b-463a-9510-c5f147e7394b,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-10-30,10497,2025-10-24T04:48:48.447424+00:00
42,9ef7968d-fd29-41c6-b14c-bce3379b9ae5,45b9757b-26ec-4382-996d-cd15827092d0,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-10-26,9141,2025-10-24T04:49:17.334426+00:00
43,39cfe0c8-b1ae-46bd-b57b-a0f0cf26bbd6,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-08,5399,2025-08-21T17:10:21.404034+00:00
44,13193a35-e19c-449d-871b-5d2961eb7144,45b9757b-26ec-4382-996d-cd15827092d0,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-11-01,7735,2025-10-24T04:49:17.949991+00:00
45,8140d3ab-be86-4596-a71e-0e92017ccaa8,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-09,5399,2025-08-21T17:10:21.576886+00:00
46,32e26a61-f776-4567-8f2d-f1da8f7802d1,45b9757b-26ec-4382-996d-cd15827092d0,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-11-09,8406,2025-10-24T04:49:18.899979+00:00
47,76938783-a5c5-429e-9af9-ad440b53ea7d,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-10,5399,2025-08-21T17:10:21.832147+00:00
48,cc68b8a1-1178-4ab3-ab91-82f596d25ac8,45b9757b-26ec-4382-996d-cd15827092d0,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-11-10,6083,2025-10-24T04:49:19.916001+00:00
49,205fdb06-8163-43bf-96b3-21d7c1002137,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-11,5399,2025-08-21T17:10:21.98667+00:00
50,0ac95495-af85-402d-bf66-e07c8ba82cc4,4c86c598-d7f1-4ad1-8752-f787b957950d,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-10-30,6569,2025-10-24T04:49:26.233519+00:00
51,5081c9ad-a5c7-4b61-8827-e44ee8fe98fa,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-12,5399,2025-08-21T17:10:22.143563+00:00
52,b0f2fbcc-93e0-4e37-922d-c54998b4ffd4,4c86c598-d7f1-4ad1-8752-f787b957950d,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-11-01,7368,2025-10-24T04:49:26.439142+00:00
53,233fbf83-a06a-4366-91d5-26b898250adc,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-13,5399,2025-08-21T17:10:22.291468+00:00
54,d2da1f98-8aa4-45c3-9b69-706f888d089d,4c86c598-d7f1-4ad1-8752-f787b957950d,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-11-11,6848,2025-10-24T04:49:27.361307+00:00
55,79203c89-32f4-4e37-93f7-2e9c44704b23,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-14,5399,2025-08-21T17:10:22.451743+00:00
56,b7052165-253e-4852-af4b-373e2691afcf,4c86c598-d7f1-4ad1-8752-f787b957950d,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-11-19,6499,2025-10-24T04:49:27.988966+00:00
57,6c3e53db-cdcb-4cdd-84e5-036ae169fc77,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-15,5399,2025-08-21T17:10:22.608357+00:00
58,96ba8080-1ba2-4a73-a033-1d717d62032b,4c86c598-d7f1-4ad1-8752-f787b957950d,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-10-24,6877,2025-10-24T04:49:28.948641+00:00
59,9b6b57ce-102a-4862-a12b-ed0397a43537,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-16,5399,2025-08-21T17:10:22.808191+00:00
60,fbbf81c6-46d7-47ba-ba74-20be375140e0,4c86c598-d7f1-4ad1-8752-f787b957950d,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-10-30,7094,2025-10-24T04:49:30.074548+00:00
61,c8b2e5fc-8275-47fd-acae-389160888ac7,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-17,5399,2025-08-21T17:10:22.968419+00:00
62,d7dad527-acb2-446f-b44b-f1f5797fa8f4,1213a742-5121-4c1e-b2f8-6be2a05e31e2,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-11-14,4599,2025-10-24T04:49:32.987576+00:00
63,b05ead3e-3d2e-4e2b-adf7-9971c9ca507c,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-18,5399,2025-08-21T17:10:23.143247+00:00
64,3ec7ac14-e059-4923-a5e3-60c9576d22a6,248c6414-538b-41de-820c-e45a78dd2057,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-10-25,10452,2025-10-24T04:49:41.218231+00:00
65,3a90eb10-dca5-4488-9b42-e4cd0336617e,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-19,5399,2025-08-21T17:10:23.305687+00:00
66,e83dfed5-537f-401b-a243-bb4730abd03c,248c6414-538b-41de-820c-e45a78dd2057,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-10-25,17900,2025-10-24T04:49:44.666399+00:00
67,a32d1dbd-8e2b-4da8-9c3e-57d4580fe2ba,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-20,5399,2025-08-21T17:10:23.46739+00:00
68,37fcbc8d-0523-41ba-959d-74472a7dae1d,248c6414-538b-41de-820c-e45a78dd2057,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-10-27,14588,2025-10-24T04:49:44.876772+00:00
69,bd708845-8c12-4576-ad8e-fd628963db1e,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-21,5683,2025-08-21T17:10:23.622609+00:00
70,a6b77f7e-5b4c-4a97-80ea-1c0ffcea9775,248c6414-538b-41de-820c-e45a78dd2057,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-11-12,10494,2025-10-24T04:49:46.233857+00:00
71,297c218d-8e15-4086-ba1e-7323019d1b54,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-22,5683,2025-08-21T17:10:23.773442+00:00
72,243937dc-5f08-4132-a12c-ca438eb5783b,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-23,5683,2025-08-21T17:10:23.943983+00:00
73,e2394432-0ec1-4be2-b9ff-a916902605b7,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-24,5683,2025-08-21T17:10:24.116856+00:00
74,a71b2c7e-ccd1-4095-b1c9-70acf219571c,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-25,5683,2025-08-21T17:10:24.288733+00:00
75,a22db104-8823-4302-9e41-942beb368784,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-26,5683,2025-08-21T17:10:24.441497+00:00
76,2def01cc-269a-4942-9e98-4e4b6e05481f,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-27,5683,2025-08-21T17:10:24.599503+00:00
77,65140071-e1cc-43c5-b86b-c72afd6778e7,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-28,5683,2025-08-21T17:10:24.764156+00:00
78,dd15942f-1e32-4bf3-a516-0f95b3482ae9,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-29,5683,2025-08-21T17:10:24.922386+00:00
79,0b4a274f-521d-4ad9-af52-bfde181611cf,c96034fb-d762-460a-a5a8-48829c121c1c,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-30,5683,2025-08-21T17:10:25.088265+00:00
80,c1baa3b8-c6c6-4301-b4e0-8700efbd55ce,248c6414-538b-41de-820c-e45a78dd2057,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-11-23,13485,2025-10-24T04:49:46.589446+00:00
81,5e074976-c134-43a7-8e5f-26881c12f852,1cbf0f58-1cba-46d8-8eec-f9c0ec5acd1f,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-10-30,5562,2025-10-24T04:46:39.548253+00:00
82,3a41f565-c508-4ac4-9fde-57750c6bd25a,1cbf0f58-1cba-46d8-8eec-f9c0ec5acd1f,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-11-21,7270,2025-10-24T04:46:40.207022+00:00
83,8445597e-eb22-455e-b837-3dc73b3a1a78,d273f27f-8909-49ed-844b-0c94907e6710,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-08-23,3499,2025-08-21T17:15:04.576371+00:00
84,ef0e2892-504e-4b63-a55c-5e8253eacd8b,d273f27f-8909-49ed-844b-0c94907e6710,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-08-25,3499,2025-08-21T17:15:05.048641+00:00
85,d2ff3a81-0b5a-4d0d-a0a2-b58a759a2d49,8dc99465-1d7f-4bab-87d0-43263d95f675,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-01,4798,2025-08-26T15:15:54.27787+00:00
86,7ed79ec2-0530-4e60-b831-72abeb193e1e,8dc99465-1d7f-4bab-87d0-43263d95f675,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-05,3923,2025-08-26T15:15:54.702028+00:00
87,947e2769-4d73-46d1-a9c4-9c9bd338d693,8dc99465-1d7f-4bab-87d0-43263d95f675,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-07,3923,2025-08-26T15:15:54.9952+00:00
88,c0b9b4c0-7190-444f-ba64-8e9d72d8ba91,8dc99465-1d7f-4bab-87d0-43263d95f675,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-11,3923,2025-08-26T15:15:55.442031+00:00
89,a5cc7a41-b5a6-4df4-b9eb-f3475a7c1ef7,8dc99465-1d7f-4bab-87d0-43263d95f675,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-19,5924,2025-08-26T15:15:56.220962+00:00
90,6de14183-af45-4941-9bda-3028ac83f356,8dc99465-1d7f-4bab-87d0-43263d95f675,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-23,6595,2025-08-26T15:15:56.603703+00:00
91,faf95fde-3a9b-488b-a57b-d443767bce59,8dc99465-1d7f-4bab-87d0-43263d95f675,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-25,7342,2025-08-26T15:15:56.783787+00:00
92,58daea59-cd49-4244-a0e2-ab7fcac1d958,f9bdd1af-e54d-41bb-b0c1-b5ec8b932420,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-08-26,7276,2025-08-26T15:16:03.521263+00:00
93,58a8dd2b-864b-4b69-a6b1-0faf7b486c99,f9bdd1af-e54d-41bb-b0c1-b5ec8b932420,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-08-27,5114,2025-08-26T15:16:03.635734+00:00
94,132f9416-4904-4c78-820b-dcaa488d1fb0,1cbf0f58-1cba-46d8-8eec-f9c0ec5acd1f,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-10-25,5387,2025-10-24T04:47:18.85046+00:00
95,2d40b365-4be9-4d05-bfe7-4a56c4841a2d,f9bdd1af-e54d-41bb-b0c1-b5ec8b932420,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-08-29,6001,2025-08-26T15:16:03.89468+00:00
96,0a4666f5-c66d-4962-93aa-a1fe22cb5585,d947b640-2157-43a7-b48a-b8c24d4807b3,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-10-25,6819,2025-10-24T04:47:23.876653+00:00
97,c140a0d0-08f8-4b30-8f73-de9114d6dc65,d947b640-2157-43a7-b48a-b8c24d4807b3,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-10-29,4664,2025-10-24T04:47:24.028412+00:00
98,931141c1-2bb0-408c-86b5-4a2fd74d23a8,d947b640-2157-43a7-b48a-b8c24d4807b3,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-11-04,4264,2025-10-24T04:47:24.260475+00:00
99,d2943c71-f294-4b32-8a0d-37489fe3f172,d947b640-2157-43a7-b48a-b8c24d4807b3,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-11-06,4109,2025-10-24T04:47:24.348749+00:00
100,7e0bb203-635c-4355-86a3-97d8f691483b,d947b640-2157-43a7-b48a-b8c24d4807b3,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-11-16,4040,2025-10-24T04:47:24.712971+00:00
101,36e425c2-85c5-4154-9630-0382f006187a,d947b640-2157-43a7-b48a-b8c24d4807b3,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-10-25,5990,2025-10-24T04:47:30.119764+00:00
102,56af2f3a-6c0a-49cf-97fd-de3191d1a61d,81cb3285-717e-457e-adf7-839e1c2a7fee,df66ebda-424a-4644-92e9-8ff34e3be56d,2025-10-25,4685,2025-10-24T04:47:35.24477+00:00
103,d74db932-9370-43d6-812e-97c2d6805027,81cb3285-717e-457e-adf7-839e1c2a7fee,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-10-24,5118,2025-10-24T04:47:51.899635+00:00
104,a5fd0fbb-5bd8-435e-8891-476e3439d368,81cb3285-717e-457e-adf7-839e1c2a7fee,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-10-25,4260,2025-10-24T04:47:51.942872+00:00
105,5296ddf0-e3c2-4649-9cde-1274a36fc5e9,81cb3285-717e-457e-adf7-839e1c2a7fee,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-10-26,8146,2025-10-24T04:47:54.844388+00:00
106,5788057c-7b01-4ee4-866b-32061c11bf75,81cb3285-717e-457e-adf7-839e1c2a7fee,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-10-30,2999,2025-10-24T04:47:55.022276+00:00
107,5dbedab8-9aee-450b-8398-cf9aa4d06c5c,f95680ab-0056-4d17-b6bf-312b5b51e017,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-10-25,4499,2025-10-24T04:47:57.753705+00:00
108,be6749ff-d019-4c28-a26e-6dce55038c50,7ca7acd0-4f97-47b7-aceb-4b2c72fc8114,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-08-26,20290,2025-08-26T15:16:15.237835+00:00
109,051772b3-785d-4aff-9686-8a15bdef8a0a,7ca7acd0-4f97-47b7-aceb-4b2c72fc8114,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-08-26,8889,2025-08-26T15:16:15.677099+00:00
110,3b115a2f-e2bf-4b8a-954a-a033780704f6,7ca7acd0-4f97-47b7-aceb-4b2c72fc8114,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-09-01,5635,2025-08-26T15:16:16.453848+00:00
111,33b33bcd-5235-4512-9de1-c6f11c6a20eb,7ca7acd0-4f97-47b7-aceb-4b2c72fc8114,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-22,5530,2025-08-26T15:16:18.362399+00:00
112,6a58bb76-0298-42b3-8034-004e3aa67fac,7ca7acd0-4f97-47b7-aceb-4b2c72fc8114,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-26,5530,2025-08-26T15:16:18.762021+00:00
113,4bcce35a-0af0-43c8-9149-4c87fe538200,8dc99465-1d7f-4bab-87d0-43263d95f675,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-08-30,5965,2025-08-30T06:06:40.513293+00:00
114,12058810-d85e-4330-b7e4-fd74fb2a868c,8dc99465-1d7f-4bab-87d0-43263d95f675,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-01,4631,2025-08-30T06:06:40.842393+00:00
115,623f232e-a2f5-4670-9a45-bd719a5bcd45,8dc99465-1d7f-4bab-87d0-43263d95f675,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-05,4631,2025-08-30T06:06:41.554317+00:00
116,317d2425-029c-410d-8251-78b22a6852de,8dc99465-1d7f-4bab-87d0-43263d95f675,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-08-30,4625,2025-08-30T06:06:41.689198+00:00
117,50cad78b-69d2-4f59-8906-2d37ca980879,8dc99465-1d7f-4bab-87d0-43263d95f675,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-07,4631,2025-08-30T06:06:41.848125+00:00
118,2c794e37-bb50-490d-8d5b-a1d775348624,8dc99465-1d7f-4bab-87d0-43263d95f675,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-08,4631,2025-08-30T06:06:41.978247+00:00
119,4b7ece74-0308-4bd5-9894-4dd62e2ed6ca,8dc99465-1d7f-4bab-87d0-43263d95f675,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-09-02,4625,2025-08-30T06:06:42.157663+00:00
120,0a0c3db4-4e94-4324-aaf0-10f39af6c3e6,8dc99465-1d7f-4bab-87d0-43263d95f675,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-09-04,4625,2025-08-30T06:06:42.536911+00:00
121,c1872564-b186-4f3c-8608-8ab82dd5d274,8dc99465-1d7f-4bab-87d0-43263d95f675,4e9b1741-6fd4-47ef-ad87-3faff6bd6e40,2025-09-05,5045,2025-08-30T06:06:42.658815+00:00
122,f84ad87c-a461-4af6-8470-a7bcb28c4d6f,8dc99465-1d7f-4bab-87d0-43263d95f675,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-18,4631,2025-08-30T06:06:43.38+00:00
123,0012f8c6-044c-4efb-9c39-134c67d8f475,8dc99465-1d7f-4bab-87d0-43263d95f675,ae06a7d9-3a3c-4886-bbb2-61c275650128,2025-09-22,5438,2025-08-30T06:06:43.792035+00:00
